date,tournament,patch,w_l,side,vs,bans,bans_vs,picks,picks_vs,players,ban1,ban2,ban3,ban4,ban5,ban_vs1,ban_vs2,ban_vs3,ban_vs4,ban_vs5,pick_top,pick_jg,pick_mid,pick_bot,pick_sup,pick_vs_top,pick_vs_jg,pick_vs_mid,pick_vs_bot,pick_vs_sup,player_top,player_jg,player_mid,player_bot,player_sup
2022-09-02,KR LCK 2022 Regional Finals,12.14,Win,Red,KT Rolster,"Renekton,Kalista,Sylas,Nautilus,Amumu","Poppy,Azir,Sivir,Ahri,Gragas","Aatrox,Wukong,Swain,Xayah,Yuumi","Jax,Sejuani,Taliyah,Nilah,Sona","Kingen,Juhan,Zeka,Deft,BeryL",Renekton,Kalista,Sylas,Nautilus,Amumu,Poppy,Azir,Sivir,Ahri,Gragas,Aatrox,Wukong,Swain,Xayah,Yuumi,Jax,Sejuani,Taliyah,Nilah,Sona,Kingen,Juhan,Zeka,Deft,BeryL
2022-09-02,KR LCK 2022 Regional Finals,12.14,Win,Red,KT Rolster,"Renekton,Kalista,Ahri,Amumu,Lulu","Poppy,Azir,Draven,Ornn,Trundle","Fiora,Wukong,Sylas,Zeri,Yuumi","Aatrox,Sejuani,Taliyah,Sivir,Nautilus","Kingen,Pyosik,Zeka,Deft,BeryL",Renekton,Kalista,Ahri,Amumu,Lulu,Poppy,Azir,Draven,Ornn,Trundle,Fiora,Wukong,Sylas,Zeri,Yuumi,Aatrox,Sejuani,Taliyah,Sivir,Nautilus,Kingen,Pyosik,Zeka,Deft,BeryL
2022-09-02,KR LCK 2022 Regional Finals,12.14,Loss,Blue,KT Rolster,"Renekton,Aphelios,Yuumi,Gwen,Aatrox","Sivir,Lucian,Kalista,Nautilus,Lulu","Sejuani,Trundle,Azir,Zeri,Renata Glasc","Jax,Poppy,Sylas,Nilah,Zyra","Kingen,Pyosik,Zeka,Deft,BeryL",Renekton,Aphelios,Yuumi,Gwen,Aatrox,Sivir,Lucian,Kalista,Nautilus,Lulu,Sejuani,Trundle,Azir,Zeri,Renata Glasc,Jax,Poppy,Sylas,Nilah,Zyra,Kingen,Pyosik,Zeka,Deft,BeryL
2022-09-03,KR LCK 2022 Regional Finals,12.14,Win,Red,Liiv SANDBOX,"Kalista,Ornn,Poppy,Fiora,Trundle","Renekton,Yuumi,Azir,Aphelios,Lucian","Jax,Sejuani,Sylas,Zeri,Soraka","Aatrox,Vi,Ahri,Sivir,Lulu","Kingen,Juhan,Zeka,Deft,BeryL",Kalista,Ornn,Poppy,Fiora,Trundle,Renekton,Yuumi,Azir,Aphelios,Lucian,Jax,Sejuani,Sylas,Zeri,Soraka,Aatrox,Vi,Ahri,Sivir,Lulu,Kingen,Juhan,Zeka,Deft,BeryL
2022-09-03,KR LCK 2022 Regional Finals,12.14,Loss,Blue,Liiv SANDBOX,"Aphelios,Poppy,Yuumi,Ornn,Sejuani","Sivir,Kalista,Renekton,Trundle,Aatrox","Camille,Vi,Sylas,Zeri,Lulu","Fiora,Wukong,Azir,Lucian,Nami","Kingen,Pyosik,Zeka,Deft,BeryL",Aphelios,Poppy,Yuumi,Ornn,Sejuani,Sivir,Kalista,Renekton,Trundle,Aatrox,Camille,Vi,Sylas,Zeri,Lulu,Fiora,Wukong,Azir,Lucian,Nami,Kingen,Pyosik,Zeka,Deft,BeryL
2022-09-03,KR LCK 2022 Regional Finals,12.14,Win,Blue,Liiv SANDBOX,"Aphelios,Poppy,Yuumi,Trundle,Ornn","Sivir,Kalista,Renekton,Nilah,Kog'Maw","Aatrox,Sejuani,Azir,Zeri,Lulu","Fiora,Wukong,Sylas,Lucian,Nami","Kingen,Juhan,Zeka,Deft,BeryL",Aphelios,Poppy,Yuumi,Trundle,Ornn,Sivir,Kalista,Renekton,Nilah,Kog'Maw,Aatrox,Sejuani,Azir,Zeri,Lulu,Fiora,Wukong,Sylas,Lucian,Nami,Kingen,Juhan,Zeka,Deft,BeryL
2022-09-03,KR LCK 2022 Regional Finals,12.14,Win,Red,Liiv SANDBOX,"Aphelios,Sivir,Azir,Ornn,Ahri","Renekton,Sylas,Kalista,Swain,Taliyah","Aatrox,Poppy,Akali,Zeri,Lulu","Gnar,Sejuani,Viktor,Nilah,Yuumi","Kingen,Juhan,Zeka,Deft,BeryL",Aphelios,Sivir,Azir,Ornn,Ahri,Renekton,Sylas,Kalista,Swain,Taliyah,Aatrox,Poppy,Akali,Zeri,Lulu,Gnar,Sejuani,Viktor,Nilah,Yuumi,Kingen,Juhan,Zeka,Deft,BeryL
2022-09-03,KR LCK 2022 Regional Finals,12.14,Loss,Red,Liiv SANDBOX,"Aphelios,Sivir,Poppy,Amumu,Nautilus","Renekton,Sylas,Yuumi,Zeri,Xayah","Gwen,Vi,Azir,Ezreal,Renata Glasc","Ornn,Trundle,Ahri,Kalista,Leona","Kingen,Juhan,Zeka,Deft,BeryL",Aphelios,Sivir,Poppy,Amumu,Nautilus,Renekton,Sylas,Yuumi,Zeri,Xayah,Gwen,Vi,Azir,Ezreal,Renata Glasc,Ornn,Trundle,Ahri,Kalista,Leona,Kingen,Juhan,Zeka,Deft,BeryL
,INT Worlds 2022 Play-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-30,INT Worlds 2022 Play-In,12.18,Win,Blue,Royal Never Give Up,"Fiora,Poppy,Taliyah,Aphelios,Kai'Sa","Yuumi,Caitlyn,Sylas,Kalista,Xayah","Aatrox,Maokai,Akali,Tristana,Rell","Jax,Vi,LeBlanc,Nilah,Alistar","Kingen,Pyosik,Zeka,Deft,BeryL",Fiora,Poppy,Taliyah,Aphelios,Kai'Sa,Yuumi,Caitlyn,Sylas,Kalista,Xayah,Aatrox,Maokai,Akali,Tristana,Rell,Jax,Vi,LeBlanc,Nilah,Alistar,Kingen,Pyosik,Zeka,Deft,BeryL
2022-10-01,INT Worlds 2022 Play-In,12.18,Win,Blue,Saigon Buffalo,"Pantheon,Hecarim,Aphelios,Miss Fortune,Nautilus","Caitlyn,Yuumi,LeBlanc,Kai'Sa,Kalista","Aatrox,Maokai,Azir,Ezreal,Tahm Kench","Irelia,Graves,Galio,Xayah,Renata Glasc","Kingen,Juhan,Zeka,Deft,BeryL",Pantheon,Hecarim,Aphelios,Miss Fortune,Nautilus,Caitlyn,Yuumi,LeBlanc,Kai'Sa,Kalista,Aatrox,Maokai,Azir,Ezreal,Tahm Kench,Irelia,Graves,Galio,Xayah,Renata Glasc,Kingen,Juhan,Zeka,Deft,BeryL
2022-10-01,INT Worlds 2022 Play-In,12.18,Win,Red,Istanbul Wildcats,"Sejuani,Hecarim,Poppy,Lee Sin,Renata Glasc","LeBlanc,Aatrox,Caitlyn,Camille,Alistar","Gnar,Maokai,Akali,Miss Fortune,Amumu","Ornn,Trundle,Azir,Kalista,Leona","Kingen,Juhan,Zeka,Deft,BeryL",Sejuani,Hecarim,Poppy,Lee Sin,Renata Glasc,LeBlanc,Aatrox,Caitlyn,Camille,Alistar,Gnar,Maokai,Akali,Miss Fortune,Amumu,Ornn,Trundle,Azir,Kalista,Leona,Kingen,Juhan,Zeka,Deft,BeryL
2022-10-02,INT Worlds 2022 Play-In,12.18,Win,Red,Isurus,"Ornn,Graves,LeBlanc,Thresh,Tahm Kench","Akali,Caitlyn,Aatrox,Mordekaiser,Gwen","Sylas,Sejuani,Yone,Miss Fortune,Amumu","Maokai,Viego,Azir,Aphelios,Alistar","Kingen,Pyosik,Zeka,Deft,BeryL",Ornn,Graves,LeBlanc,Thresh,Tahm Kench,Akali,Caitlyn,Aatrox,Mordekaiser,Gwen,Sylas,Sejuani,Yone,Miss Fortune,Amumu,Maokai,Viego,Azir,Aphelios,Alistar,Kingen,Pyosik,Zeka,Deft,BeryL
2022-10-03,INT Worlds 2022 Play-In,12.18,Win,Blue,MAD Lions,"Draven,Hecarim,Taliyah,Renekton,Gwen","Caitlyn,Aatrox,Akali,Maokai,Poppy","Camille,Sejuani,Sylas,Sivir,Yuumi","Mordekaiser,Bel'Veth,Vex,Miss Fortune,Leona","Kingen,Pyosik,Zeka,Deft,BeryL",Draven,Hecarim,Taliyah,Renekton,Gwen,Caitlyn,Aatrox,Akali,Maokai,Poppy,Camille,Sejuani,Sylas,Sivir,Yuumi,Mordekaiser,Bel'Veth,Vex,Miss Fortune,Leona,Kingen,Pyosik,Zeka,Deft,BeryL
2022-10-08,INT Worlds 2022 Main Event,12.18,Loss,Red,Rogue (European Team),"Jarvan IV,Caitlyn,Yuumi,LeBlanc,Renekton","Sylas,Aatrox,Kalista,Fiora,Nautilus","Sejuani,Lee Sin,Akali,Miss Fortune,Amumu","Maokai,Trundle,Azir,Lucian,Nami","Kingen,Juhan,Zeka,Deft,BeryL",Jarvan IV,Caitlyn,Yuumi,LeBlanc,Renekton,Sylas,Aatrox,Kalista,Fiora,Nautilus,Sejuani,Lee Sin,Akali,Miss Fortune,Amumu,Maokai,Trundle,Azir,Lucian,Nami,Kingen,Juhan,Zeka,Deft,BeryL
2022-10-10,INT Worlds 2022 Main Event,12.18,Win,Blue,Top Esports,"Poppy,Sejuani,Renekton,Viego,Lee Sin","Aatrox,Yuumi,Maokai,Heimerdinger,Ornn","Gnar,Graves,Sylas,Caitlyn,Braum","Jax,Vi,Azir,Draven,Nautilus","Kingen,Pyosik,Zeka,Deft,BeryL",Poppy,Sejuani,Renekton,Viego,Lee Sin,Aatrox,Yuumi,Maokai,Heimerdinger,Ornn,Gnar,Graves,Sylas,Caitlyn,Braum,Jax,Vi,Azir,Draven,Nautilus,Kingen,Pyosik,Zeka,Deft,BeryL
2022-10-11,INT Worlds 2022 Main Event,12.18,Win,Red,GAM Esports,"Sejuani,Yuumi,Aatrox,Camille,Syndra","Azir,Caitlyn,Maokai,Renata Glasc,Aphelios","Ornn,Kindred,Sylas,Tristana,Rell","Jax,Graves,Taliyah,Kai'Sa,Leona","Kingen,Pyosik,Zeka,Deft,BeryL",Sejuani,Yuumi,Aatrox,Camille,Syndra,Azir,Caitlyn,Maokai,Renata Glasc,Aphelios,Ornn,Kindred,Sylas,Tristana,Rell,Jax,Graves,Taliyah,Kai'Sa,Leona,Kingen,Pyosik,Zeka,Deft,BeryL
2022-10-15,INT Worlds 2022 Main Event,12.18,Win,Blue,Rogue (European Team),"Ornn,Lucian,Maokai,Rakan,Soraka","Yuumi,Caitlyn,Sejuani,Viktor,Sylas","Aatrox,Vi,Akali,Ashe,Heimerdinger","Rumble,Jarvan IV,Azir,Kalista,Nasus","Kingen,Pyosik,Zeka,Deft,BeryL",Ornn,Lucian,Maokai,Rakan,Soraka,Yuumi,Caitlyn,Sejuani,Viktor,Sylas,Aatrox,Vi,Akali,Ashe,Heimerdinger,Rumble,Jarvan IV,Azir,Kalista,Nasus,Kingen,Pyosik,Zeka,Deft,BeryL
2022-10-15,INT Worlds 2022 Main Event,12.18,Win,Blue,GAM Esports,"Sett,Sejuani,Yuumi,Lee Sin,Graves","Caitlyn,Azir,Maokai,Akali,LeBlanc","Aatrox,Viego,Sylas,Ashe,Heimerdinger","Fiora,Jarvan IV,Anivia,Kalista,Syndra","Kingen,Pyosik,Zeka,Deft,BeryL",Sett,Sejuani,Yuumi,Lee Sin,Graves,Caitlyn,Azir,Maokai,Akali,LeBlanc,Aatrox,Viego,Sylas,Ashe,Heimerdinger,Fiora,Jarvan IV,Anivia,Kalista,Syndra,Kingen,Pyosik,Zeka,Deft,BeryL
2022-10-16,INT Worlds 2022 Main Event,12.18,Loss,Red,Top Esports,"Yuumi,Caitlyn,Draven,Sejuani,Renekton","Heimerdinger,Akali,Aatrox,Renata Glasc,Kalista","Maokai,Graves,Azir,Miss Fortune,Lulu","Ornn,Viego,Sylas,Lucian,Nami","Kingen,Pyosik,Zeka,Deft,BeryL",Yuumi,Caitlyn,Draven,Sejuani,Renekton,Heimerdinger,Akali,Aatrox,Renata Glasc,Kalista,Maokai,Graves,Azir,Miss Fortune,Lulu,Ornn,Viego,Sylas,Lucian,Nami,Kingen,Pyosik,Zeka,Deft,BeryL
2022-10-16,INT Worlds 2022 Main Event,12.18,Win,Blue,Rogue (European Team),"Ornn,Lucian,Maokai,Renekton,Jarvan IV","Aatrox,Heimerdinger,Yuumi,Sejuani,Kennen","Camille,Vi,Sylas,Caitlyn,Lux","Gnar,Lee Sin,LeBlanc,Ezreal,Karma","Kingen,Pyosik,Zeka,Deft,BeryL",Ornn,Lucian,Maokai,Renekton,Jarvan IV,Aatrox,Heimerdinger,Yuumi,Sejuani,Kennen,Camille,Vi,Sylas,Caitlyn,Lux,Gnar,Lee Sin,LeBlanc,Ezreal,Karma,Kingen,Pyosik,Zeka,Deft,BeryL
2022-10-23,INT Worlds 2022 Main Event,12.18,Loss,Blue,EDward Gaming,"Lucian,Ryze,Sejuani,Varus,Ezreal","Yuumi,Caitlyn,Aatrox,Sylas,Viktor","Fiora,Graves,Orianna,Ashe,Heimerdinger","Kennen,Lee Sin,Azir,Sivir,Soraka","Kingen,Pyosik,Zeka,Deft,BeryL",Lucian,Ryze,Sejuani,Varus,Ezreal,Yuumi,Caitlyn,Aatrox,Sylas,Viktor,Fiora,Graves,Orianna,Ashe,Heimerdinger,Kennen,Lee Sin,Azir,Sivir,Soraka,Kingen,Pyosik,Zeka,Deft,BeryL
2022-10-23,INT Worlds 2022 Main Event,12.18,Loss,Blue,EDward Gaming,"Lucian,Fiora,Renekton,Kai'Sa,Soraka","Yuumi,Caitlyn,Maokai,Ashe,Jinx","Aatrox,Poppy,Akali,Ezreal,Heimerdinger","Jax,Sejuani,Azir,Aphelios,Lulu","Kingen,Pyosik,Zeka,Deft,BeryL",Lucian,Fiora,Renekton,Kai'Sa,Soraka,Yuumi,Caitlyn,Maokai,Ashe,Jinx,Aatrox,Poppy,Akali,Ezreal,Heimerdinger,Jax,Sejuani,Azir,Aphelios,Lulu,Kingen,Pyosik,Zeka,Deft,BeryL
2022-10-23,INT Worlds 2022 Main Event,12.18,Win,Blue,EDward Gaming,"Lucian,Azir,Sejuani,Aphelios,Lulu","Yuumi,Caitlyn,Heimerdinger,Ashe,Ezreal","Aatrox,Kindred,Sylas,Draven,Soraka","Fiora,Graves,Viktor,Kalista,Renata Glasc","Kingen,Pyosik,Zeka,Deft,BeryL",Lucian,Azir,Sejuani,Aphelios,Lulu,Yuumi,Caitlyn,Heimerdinger,Ashe,Ezreal,Aatrox,Kindred,Sylas,Draven,Soraka,Fiora,Graves,Viktor,Kalista,Renata Glasc,Kingen,Pyosik,Zeka,Deft,BeryL
2022-10-24,INT Worlds 2022 Main Event,12.18,Win,Red,EDward Gaming,"Lucian,Viktor,Yuumi,Aphelios,Draven","Sylas,Akali,Caitlyn,Heimerdinger,Soraka","Camille,Sejuani,Azir,Kalista,Ashe","Aatrox,Lee Sin,LeBlanc,Varus,Renata Glasc","Kingen,Pyosik,Zeka,Deft,BeryL",Lucian,Viktor,Yuumi,Aphelios,Draven,Sylas,Akali,Caitlyn,Heimerdinger,Soraka,Camille,Sejuani,Azir,Kalista,Ashe,Aatrox,Lee Sin,LeBlanc,Varus,Renata Glasc,Kingen,Pyosik,Zeka,Deft,BeryL
2022-10-24,INT Worlds 2022 Main Event,12.18,Win,Red,EDward Gaming,"Lucian,Azir,Yuumi,Renekton,Gangplank","Heimerdinger,Aatrox,Caitlyn,Kalista,Varus","Fiora,Viego,Sylas,Ezreal,Karma","Jax,Sejuani,Akali,Aphelios,Lulu","Kingen,Pyosik,Zeka,Deft,BeryL",Lucian,Azir,Yuumi,Renekton,Gangplank,Heimerdinger,Aatrox,Caitlyn,Kalista,Varus,Fiora,Viego,Sylas,Ezreal,Karma,Jax,Sejuani,Akali,Aphelios,Lulu,Kingen,Pyosik,Zeka,Deft,BeryL
2022-10-30,INT Worlds 2022 Main Event,12.18,Win,Red,Gen.G,"Yuumi,Lucian,Caitlyn,Renekton,Gnar","Heimerdinger,Sylas,Aatrox,Camille,Gragas","Ornn,Viego,Akali,Varus,Renata Glasc","Sejuani,Trundle,Azir,Ezreal,Karma","Kingen,Pyosik,Zeka,Deft,BeryL",Yuumi,Lucian,Caitlyn,Renekton,Gnar,Heimerdinger,Sylas,Aatrox,Camille,Gragas,Ornn,Viego,Akali,Varus,Renata Glasc,Sejuani,Trundle,Azir,Ezreal,Karma,Kingen,Pyosik,Zeka,Deft,BeryL
2022-10-30,INT Worlds 2022 Main Event,12.18,Loss,Red,Gen.G,"Yuumi,Lucian,Caitlyn,Renekton,Renata Glasc","Heimerdinger,Akali,Aatrox,Ashe,Karma","Camille,Sejuani,Azir,Miss Fortune,Soraka","Fiora,Viego,Sylas,Varus,Tahm Kench","Kingen,Pyosik,Zeka,Deft,BeryL",Yuumi,Lucian,Caitlyn,Renekton,Renata Glasc,Heimerdinger,Akali,Aatrox,Ashe,Karma,Camille,Sejuani,Azir,Miss Fortune,Soraka,Fiora,Viego,Sylas,Varus,Tahm Kench,Kingen,Pyosik,Zeka,Deft,BeryL
2022-10-30,INT Worlds 2022 Main Event,12.18,Win,Blue,Gen.G,"Lucian,Singed,Ryze,Gnar,Camille","Heimerdinger,Aatrox,Yuumi,Akali,Azir","Gragas,Kindred,Ahri,Caitlyn,Lux","Ornn,Graves,Sylas,Varus,Karma","Kingen,Pyosik,Zeka,Deft,BeryL",Lucian,Singed,Ryze,Gnar,Camille,Heimerdinger,Aatrox,Yuumi,Akali,Azir,Gragas,Kindred,Ahri,Caitlyn,Lux,Ornn,Graves,Sylas,Varus,Karma,Kingen,Pyosik,Zeka,Deft,BeryL
2022-10-31,INT Worlds 2022 Main Event,12.18,Win,Red,Gen.G,"Yuumi,Lucian,Caitlyn,Aphelios,Sivir","Heimerdinger,Akali,Aatrox,Renata Glasc,Karma","Gragas,Kindred,Galio,Varus,Braum","Renekton,Viego,Ryze,Xayah,Nautilus","Kingen,Pyosik,Zeka,Deft,BeryL",Yuumi,Lucian,Caitlyn,Aphelios,Sivir,Heimerdinger,Akali,Aatrox,Renata Glasc,Karma,Gragas,Kindred,Galio,Varus,Braum,Renekton,Viego,Ryze,Xayah,Nautilus,Kingen,Pyosik,Zeka,Deft,BeryL
2022-11-06,INT Worlds 2022 Main Event,12.18,Loss,Red,T1,"Yuumi,Lucian,Caitlyn,Ryze,Graves","Akali,Sejuani,Ashe,Rell,Ezreal","Aatrox,Viego,Sylas,Sivir,Heimerdinger","Yone,Lee Sin,Azir,Varus,Renata Glasc","Kingen,Pyosik,Zeka,Deft,BeryL",Yuumi,Lucian,Caitlyn,Ryze,Graves,Akali,Sejuani,Ashe,Rell,Ezreal,Aatrox,Viego,Sylas,Sivir,Heimerdinger,Yone,Lee Sin,Azir,Varus,Renata Glasc,Kingen,Pyosik,Zeka,Deft,BeryL
2022-11-06,INT Worlds 2022 Main Event,12.18,Win,Blue,T1,"Lucian,Ryze,Renata Glasc,Nocturne,Azir","Yuumi,Caitlyn,Sejuani,Akali,Kindred","Camille,Viego,Sylas,Varus,Heimerdinger","Aatrox,Graves,Viktor,Ashe,Lux","Kingen,Pyosik,Zeka,Deft,BeryL",Lucian,Ryze,Renata Glasc,Nocturne,Azir,Yuumi,Caitlyn,Sejuani,Akali,Kindred,Camille,Viego,Sylas,Varus,Heimerdinger,Aatrox,Graves,Viktor,Ashe,Lux,Kingen,Pyosik,Zeka,Deft,BeryL
2022-11-06,INT Worlds 2022 Main Event,12.18,Loss,Red,T1,"Yuumi,Lucian,Caitlyn,Yone,Lee Sin","Akali,Sejuani,Ashe,Aatrox,Kindred","Ornn,Viego,Sylas,Kalista,Renata Glasc","Gragas,Graves,Azir,Varus,Karma","Kingen,Pyosik,Zeka,Deft,BeryL",Yuumi,Lucian,Caitlyn,Yone,Lee Sin,Akali,Sejuani,Ashe,Aatrox,Kindred,Ornn,Viego,Sylas,Kalista,Renata Glasc,Gragas,Graves,Azir,Varus,Karma,Kingen,Pyosik,Zeka,Deft,BeryL
2022-11-06,INT Worlds 2022 Main Event,12.18,Win,Blue,T1,"Lucian,Ashe,Ryze,Viktor,Yone","Caitlyn,Yuumi,Heimerdinger,Kindred,Viego","Aatrox,Maokai,Azir,Varus,Renata Glasc","Fiora,Sejuani,Akali,Kalista,Soraka","Kingen,Pyosik,Zeka,Deft,BeryL",Lucian,Ashe,Ryze,Viktor,Yone,Caitlyn,Yuumi,Heimerdinger,Kindred,Viego,Aatrox,Maokai,Azir,Varus,Renata Glasc,Fiora,Sejuani,Akali,Kalista,Soraka,Kingen,Pyosik,Zeka,Deft,BeryL
2022-11-06,INT Worlds 2022 Main Event,12.18,Win,Red,T1,"Yuumi,Lucian,Lux,Yone,Lee Sin","Akali,Heimerdinger,Renata Glasc,Sejuani,Kindred","Aatrox,Hecarim,Azir,Caitlyn,Bard","Gwen,Viego,Viktor,Varus,Karma","Kingen,Pyosik,Zeka,Deft,BeryL",Yuumi,Lucian,Lux,Yone,Lee Sin,Akali,Heimerdinger,Renata Glasc,Sejuani,Kindred,Aatrox,Hecarim,Azir,Caitlyn,Bard,Gwen,Viego,Viktor,Varus,Karma,Kingen,Pyosik,Zeka,Deft,BeryL
,KR LCK 2023 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-18,KR LCK 2023 Spring,13.1,Loss,Red,Dplus KIA,"Varus,Caitlyn,Jayce,Sylas,Vi","Ashe,Sejuani,Twitch,Syndra,Renekton","Jax,Maokai,Taliyah,Zeri,Yuumi","Gnar,Elise,Ryze,Lucian,Nami","Rascal,Croco,FATE,deokdam,BeryL",Varus,Caitlyn,Jayce,Sylas,Vi,Ashe,Sejuani,Twitch,Syndra,Renekton,Jax,Maokai,Taliyah,Zeri,Yuumi,Gnar,Elise,Ryze,Lucian,Nami,Rascal,Croco,FATE,deokdam,BeryL
2023-01-18,KR LCK 2023 Spring,13.1,Loss,Red,Dplus KIA,"Ryze,Lucian,Caitlyn,Sylas,Kassadin","Ashe,Sejuani,Heimerdinger,Tryndamere,Renekton","Jax,Maokai,Viktor,Zeri,Lulu","Gnar,Lee Sin,Syndra,Sivir,Yuumi","Rascal,Croco,FATE,deokdam,BeryL",Ryze,Lucian,Caitlyn,Sylas,Kassadin,Ashe,Sejuani,Heimerdinger,Tryndamere,Renekton,Jax,Maokai,Viktor,Zeri,Lulu,Gnar,Lee Sin,Syndra,Sivir,Yuumi,Rascal,Croco,FATE,deokdam,BeryL
2023-01-21,KR LCK 2023 Spring,13.1,Loss,Red,Gen.G,"Yuumi,Ryze,Lucian,Jayce,Gnar","Ashe,Heimerdinger,Twitch,Jax,Kassadin","Fiora,Vi,Viktor,Varus,Soraka","Renekton,Maokai,Sylas,Jhin,Karma","Rascal,Croco,FATE,deokdam,BeryL",Yuumi,Ryze,Lucian,Jayce,Gnar,Ashe,Heimerdinger,Twitch,Jax,Kassadin,Fiora,Vi,Viktor,Varus,Soraka,Renekton,Maokai,Sylas,Jhin,Karma,Rascal,Croco,FATE,deokdam,BeryL
2023-01-21,KR LCK 2023 Spring,13.1,Loss,Blue,Gen.G,"Ryze,Maokai,Caitlyn,Kassadin,Jayce","Ashe,Heimerdinger,Jax,Renekton,Fiora","Camille,Sejuani,Sylas,Lucian,Nami","K'Sante,Wukong,Akali,Zeri,Yuumi","Rascal,Croco,FATE,deokdam,BeryL",Ryze,Maokai,Caitlyn,Kassadin,Jayce,Ashe,Heimerdinger,Jax,Renekton,Fiora,Camille,Sejuani,Sylas,Lucian,Nami,K'Sante,Wukong,Akali,Zeri,Yuumi,Rascal,Croco,FATE,deokdam,BeryL
2023-01-27,KR LCK 2023 Spring,13.1,Loss,Blue,Nongshim RedForce,"Wukong,Ashe,Sejuani,Kassadin,Yone","Caitlyn,Ryze,Jax,Fiora,Azir","Renekton,Maokai,Syndra,Zeri,Yuumi","K'Sante,Elise,Sylas,Lucian,Nami","Rascal,Croco,FATE,deokdam,BeryL",Wukong,Ashe,Sejuani,Kassadin,Yone,Caitlyn,Ryze,Jax,Fiora,Azir,Renekton,Maokai,Syndra,Zeri,Yuumi,K'Sante,Elise,Sylas,Lucian,Nami,Rascal,Croco,FATE,deokdam,BeryL
2023-01-27,KR LCK 2023 Spring,13.1,Win,Blue,Nongshim RedForce,"Wukong,Ashe,Sejuani,Kassadin,Sylas","Caitlyn,Ryze,Jax,Fiora,Gnar","K'Sante,Maokai,Azir,Zeri,Yuumi","Renekton,Elise,Akali,Lucian,Nami","Rascal,Croco,FATE,deokdam,BeryL",Wukong,Ashe,Sejuani,Kassadin,Sylas,Caitlyn,Ryze,Jax,Fiora,Gnar,K'Sante,Maokai,Azir,Zeri,Yuumi,Renekton,Elise,Akali,Lucian,Nami,Rascal,Croco,FATE,deokdam,BeryL
2023-01-27,KR LCK 2023 Spring,13.1,Loss,Red,Nongshim RedForce,"Wukong,Lucian,Maokai,Renekton,Akali","Caitlyn,Ryze,Ashe,Kassadin,Fiora","Jax,Sejuani,Sylas,Zeri,Lulu","K'Sante,Vi,Azir,Sivir,Yuumi","Rascal,Croco,FATE,deokdam,BeryL",Wukong,Lucian,Maokai,Renekton,Akali,Caitlyn,Ryze,Ashe,Kassadin,Fiora,Jax,Sejuani,Sylas,Zeri,Lulu,K'Sante,Vi,Azir,Sivir,Yuumi,Rascal,Croco,FATE,deokdam,BeryL
2023-01-29,KR LCK 2023 Spring,13.1,Win,Red,Kwangdong Freecs,"Yuumi,Nami,Maokai,Jax,Fiora","Vi,Elise,Kassadin,Ryze,Azir","K'Sante,Wukong,Sylas,Varus,Caitlyn","Renekton,Sejuani,Viktor,Ashe,Karma","Rascal,Croco,FATE,deokdam,BeryL",Yuumi,Nami,Maokai,Jax,Fiora,Vi,Elise,Kassadin,Ryze,Azir,K'Sante,Wukong,Sylas,Varus,Caitlyn,Renekton,Sejuani,Viktor,Ashe,Karma,Rascal,Croco,FATE,deokdam,BeryL
2023-01-29,KR LCK 2023 Spring,13.1,Win,Red,Kwangdong Freecs,"Yuumi,Lucian,Maokai,Heimerdinger,Ryze","Vi,Elise,Ashe,Kassadin,Azir","K'Sante,Sejuani,Akali,Sivir,Caitlyn","Gwen,Wukong,Viktor,Varus,Karma","Rascal,Croco,FATE,deokdam,BeryL",Yuumi,Lucian,Maokai,Heimerdinger,Ryze,Vi,Elise,Ashe,Kassadin,Azir,K'Sante,Sejuani,Akali,Sivir,Caitlyn,Gwen,Wukong,Viktor,Varus,Karma,Rascal,Croco,FATE,deokdam,BeryL
2023-02-02,KR LCK 2023 Spring,13.1,Loss,Blue,BRION,"Renekton,Yuumi,Varus,Kassadin,Syndra","Caitlyn,Ashe,K'Sante,Azir,Ryze","Jax,Elise,Jayce,Lucian,Nami","Fiora,Maokai,Sylas,Zeri,Lulu","Rascal,Croco,FATE,deokdam,BeryL",Renekton,Yuumi,Varus,Kassadin,Syndra,Caitlyn,Ashe,K'Sante,Azir,Ryze,Jax,Elise,Jayce,Lucian,Nami,Fiora,Maokai,Sylas,Zeri,Lulu,Rascal,Croco,FATE,deokdam,BeryL
2023-02-02,KR LCK 2023 Spring,13.1,Win,Red,BRION,"Yuumi,Lucian,Sejuani,Azir,Renekton","Caitlyn,Ashe,K'Sante,Kassadin,Ryze","Jayce,Elise,Sylas,Varus,Heimerdinger","Fiora,Maokai,Akali,Jhin,Karma","Rascal,Croco,FATE,deokdam,BeryL",Yuumi,Lucian,Sejuani,Azir,Renekton,Caitlyn,Ashe,K'Sante,Kassadin,Ryze,Jayce,Elise,Sylas,Varus,Heimerdinger,Fiora,Maokai,Akali,Jhin,Karma,Rascal,Croco,FATE,deokdam,BeryL
