date,tournament,patch,w_l,side,vs,bans,bans_vs,picks,picks_vs,players,ban1,ban2,ban3,ban4,ban5,ban_vs1,ban_vs2,ban_vs3,ban_vs4,ban_vs5,pick_top,pick_jg,pick_mid,pick_bot,pick_sup,pick_vs_top,pick_vs_jg,pick_vs_mid,pick_vs_bot,pick_vs_sup,player_top,player_jg,player_mid,player_bot,player_sup
2023-06-29,KR LCK 2023 Summer,13.12,Loss,Blue,Liiv SANDBOX,"Vi,Poppy,Annie,Varus,Ashe","Renekton,Neeko,Milio,LeBlanc,Kai'Sa","Akali,Sejuani,Jayce,Draven,Rell","Jax,Maokai,Tristana,Aphelios,Braum","Rascal,Juhan,FATE,Paduck,BeryL",Vi,Poppy,Annie,Varus,Ashe,Renekton,Neeko,Milio,LeBlanc,Kai'Sa,Akali,Sejuani,Jayce,Draven,Rell,Jax,Maokai,Tristana,Aphelios,Braum,Rascal,Juhan,FATE,Paduck,BeryL
2023-06-29,KR LCK 2023 Summer,13.12,Win,Blue,Liiv SANDBOX,"Vi,Poppy,Annie,Aphelios,Rakan","Renekton,Neeko,Milio,Draven,Kai'Sa","Jax,Maokai,Jayce,Ashe,Heimerdinger","K'Sante,Sejuani,Tristana,Varus,Jhin","Rascal,Juhan,FATE,Paduck,BeryL",Vi,Poppy,Annie,Aphelios,Rakan,Renekton,Neeko,Milio,Draven,Kai'Sa,Jax,Maokai,Jayce,Ashe,Heimerdinger,K'Sante,Sejuani,Tristana,Varus,Jhin,Rascal,Juhan,FATE,Paduck,BeryL
2023-06-29,KR LCK 2023 Summer,13.12,Win,Red,Liiv SANDBOX,"Jax,Neeko,Vi,Kai'Sa,Varus","Renekton,Maokai,Milio,Malphite,Braum","Poppy,Ivern,Tristana,Aphelios,Rell","K'Sante,Sejuani,Irelia,Xayah,Rakan","Rascal,Juhan,FATE,Paduck,BeryL",Jax,Neeko,Vi,Kai'Sa,Varus,Renekton,Maokai,Milio,Malphite,Braum,Poppy,Ivern,Tristana,Aphelios,Rell,K'Sante,Sejuani,Irelia,Xayah,Rakan,Rascal,Juhan,FATE,Paduck,BeryL
2023-07-01,KR LCK 2023 Summer,13.12,Loss,Red,OKSavingsBank BRION,"Vi,Neeko,Azir,Annie,Syndra","Jayce,Tristana,LeBlanc,Blitzcrank,Heimerdinger","Renekton,Sejuani,Ahri,Varus,Ashe","K'Sante,Poppy,Veigar,Aphelios,Milio","Rascal,Juhan,FATE,Paduck,BeryL",Vi,Neeko,Azir,Annie,Syndra,Jayce,Tristana,LeBlanc,Blitzcrank,Heimerdinger,Renekton,Sejuani,Ahri,Varus,Ashe,K'Sante,Poppy,Veigar,Aphelios,Milio,Rascal,Juhan,FATE,Paduck,BeryL
2023-07-01,KR LCK 2023 Summer,13.12,Win,Blue,OKSavingsBank BRION,"Vi,Poppy,Neeko,Gragas,Viego","Jayce,Tristana,LeBlanc,Varus,Ashe","Jax,Sejuani,Azir,Draven,Blitzcrank","Renekton,Skarner,Ahri,Aphelios,Milio","Rascal,Juhan,FATE,Paduck,BeryL",Vi,Poppy,Neeko,Gragas,Viego,Jayce,Tristana,LeBlanc,Varus,Ashe,Jax,Sejuani,Azir,Draven,Blitzcrank,Renekton,Skarner,Ahri,Aphelios,Milio,Rascal,Juhan,FATE,Paduck,BeryL
2023-07-01,KR LCK 2023 Summer,13.12,Loss,Red,OKSavingsBank BRION,"Neeko,Vi,Poppy,K'Sante,Renekton","Jayce,Tristana,LeBlanc,Varus,Ashe","Jax,Sejuani,Yone,Ziggs,Leona","Gragas,Skarner,Azir,Aphelios,Milio","Rascal,Juhan,FATE,Paduck,BeryL",Neeko,Vi,Poppy,K'Sante,Renekton,Jayce,Tristana,LeBlanc,Varus,Ashe,Jax,Sejuani,Yone,Ziggs,Leona,Gragas,Skarner,Azir,Aphelios,Milio,Rascal,Juhan,FATE,Paduck,BeryL
2023-07-05,KR LCK 2023 Summer,13.12,Win,Blue,T1,"Vi,Viego,Poppy,Milio,Varus","Tristana,LeBlanc,Neeko,Ashe,Draven","Jax,Sejuani,Azir,Xayah,Rell","Renekton,Maokai,Jayce,Kai'Sa,Alistar","Rascal,Juhan,FATE,Paduck,BeryL",Vi,Viego,Poppy,Milio,Varus,Tristana,LeBlanc,Neeko,Ashe,Draven,Jax,Sejuani,Azir,Xayah,Rell,Renekton,Maokai,Jayce,Kai'Sa,Alistar,Rascal,Juhan,FATE,Paduck,BeryL
2023-07-05,KR LCK 2023 Summer,13.12,Win,Red,T1,"Vi,Viego,Poppy,Kha'Zix,Lee Sin","Sejuani,Tristana,Maokai,Alistar,Rakan","Jax,Nocturne,LeBlanc,Varus,Heimerdinger","Gragas,Wukong,Annie,Draven,Rell","Rascal,Juhan,FATE,Paduck,BeryL",Vi,Viego,Poppy,Kha'Zix,Lee Sin,Sejuani,Tristana,Maokai,Alistar,Rakan,Jax,Nocturne,LeBlanc,Varus,Heimerdinger,Gragas,Wukong,Annie,Draven,Rell,Rascal,Juhan,FATE,Paduck,BeryL
2023-07-07,KR LCK 2023 Summer,13.12,Loss,Red,Dplus KIA,"Tristana,Vi,Neeko,Gragas,Kha'Zix","Sejuani,Rell,Poppy,Draven,Varus","Jax,Viego,Kai'Sa,Aphelios,Nautilus","LeBlanc,Lee Sin,Annie,Ashe,Milio","Rascal,Juhan,FATE,Paduck,BeryL",Tristana,Vi,Neeko,Gragas,Kha'Zix,Sejuani,Rell,Poppy,Draven,Varus,Jax,Viego,Kai'Sa,Aphelios,Nautilus,LeBlanc,Lee Sin,Annie,Ashe,Milio,Rascal,Juhan,FATE,Paduck,BeryL
2023-07-07,KR LCK 2023 Summer,13.12,Loss,Blue,Dplus KIA,"Milio,Vi,Poppy,Kai'Sa,Aphelios","Sejuani,LeBlanc,Heimerdinger,Braum,Xayah","Renekton,Maokai,Tristana,Varus,Alistar","Jax,Neeko,Jayce,Ashe,Rell","Rascal,Juhan,FATE,Paduck,BeryL",Milio,Vi,Poppy,Kai'Sa,Aphelios,Sejuani,LeBlanc,Heimerdinger,Braum,Xayah,Renekton,Maokai,Tristana,Varus,Alistar,Jax,Neeko,Jayce,Ashe,Rell,Rascal,Juhan,FATE,Paduck,BeryL
2023-07-14,KR LCK 2023 Summer,13.12,Loss,Blue,Gen.G,"Vi,Poppy,LeBlanc,Rell,Rumble","Jax,Neeko,Sejuani,Braum,Alistar","Ornn,Ivern,Tristana,Xayah,Maokai","K'Sante,Kha'Zix,Annie,Kai'Sa,Rakan","Rascal,Juhan,FATE,Paduck,BeryL",Vi,Poppy,LeBlanc,Rell,Rumble,Jax,Neeko,Sejuani,Braum,Alistar,Ornn,Ivern,Tristana,Xayah,Maokai,K'Sante,Kha'Zix,Annie,Kai'Sa,Rakan,Rascal,Juhan,FATE,Paduck,BeryL
2023-07-14,KR LCK 2023 Summer,13.12,Loss,Blue,Gen.G,"Annie,Tristana,Kai'Sa,Rumble,Ahri","Jax,Neeko,LeBlanc,Renekton,K'Sante","Sejuani,Poppy,Akali,Xayah,Rell","Gangplank,Vi,Azir,Aphelios,Braum","Rascal,Croco,FATE,Paduck,BeryL",Annie,Tristana,Kai'Sa,Rumble,Ahri,Jax,Neeko,LeBlanc,Renekton,K'Sante,Sejuani,Poppy,Akali,Xayah,Rell,Gangplank,Vi,Azir,Aphelios,Braum,Rascal,Croco,FATE,Paduck,BeryL
2023-07-16,KR LCK 2023 Summer,13.12,Loss,Red,KT Rolster,"Neeko,Sejuani,Annie,Rumble,Veigar","Poppy,LeBlanc,Tristana,Alistar,Jax","Renekton,Vi,Ahri,Xayah,Maokai","K'Sante,Viego,Azir,Kai'Sa,Rakan","Rascal,Croco,FATE,Paduck,BeryL",Neeko,Sejuani,Annie,Rumble,Veigar,Poppy,LeBlanc,Tristana,Alistar,Jax,Renekton,Vi,Ahri,Xayah,Maokai,K'Sante,Viego,Azir,Kai'Sa,Rakan,Rascal,Croco,FATE,Paduck,BeryL
2023-07-16,KR LCK 2023 Summer,13.12,Win,Blue,KT Rolster,"Neeko,Sejuani,Vi,Azir,K'Sante","LeBlanc,Tristana,Poppy,Xayah,Heimerdinger","Renekton,Kha'Zix,Annie,Draven,Maokai","Rumble,Viego,Twisted Fate,Kai'Sa,Nautilus","Rascal,Croco,FATE,Paduck,BeryL",Neeko,Sejuani,Vi,Azir,K'Sante,LeBlanc,Tristana,Poppy,Xayah,Heimerdinger,Renekton,Kha'Zix,Annie,Draven,Maokai,Rumble,Viego,Twisted Fate,Kai'Sa,Nautilus,Rascal,Croco,FATE,Paduck,BeryL
2023-07-16,KR LCK 2023 Summer,13.12,Loss,Red,KT Rolster,"Neeko,Sejuani,Annie,Alistar,Renata Glasc","Vi,LeBlanc,Tristana,Rakan,Ahri","Renekton,Poppy,Taliyah,Xayah,Maokai","Quinn,Viego,Azir,Kai'Sa,Nautilus","Rascal,Croco,FATE,Paduck,BeryL",Neeko,Sejuani,Annie,Alistar,Renata Glasc,Vi,LeBlanc,Tristana,Rakan,Ahri,Renekton,Poppy,Taliyah,Xayah,Maokai,Quinn,Viego,Azir,Kai'Sa,Nautilus,Rascal,Croco,FATE,Paduck,BeryL
2023-07-20,KR LCK 2023 Summer,13.12,Win,Blue,Nongshim RedForce,"Neeko,Poppy,Azir,K'Sante,Rakan","Jax,LeBlanc,Ivern,Maokai,Varus","Rumble,Sejuani,Tristana,Kai'Sa,Rell","Renekton,Vi,Annie,Xayah,Nautilus","Rascal,Croco,FATE,Paduck,BeryL",Neeko,Poppy,Azir,K'Sante,Rakan,Jax,LeBlanc,Ivern,Maokai,Varus,Rumble,Sejuani,Tristana,Kai'Sa,Rell,Renekton,Vi,Annie,Xayah,Nautilus,Rascal,Croco,FATE,Paduck,BeryL
2023-07-20,KR LCK 2023 Summer,13.12,Loss,Blue,Nongshim RedForce,"Neeko,Poppy,Nilah,Rakan,Nautilus","Jax,LeBlanc,Tristana,Rumble,Maokai","K'Sante,Viego,Annie,Kai'Sa,Rell","Renekton,Vi,Azir,Xayah,Alistar","Rascal,Croco,FATE,Paduck,BeryL",Neeko,Poppy,Nilah,Rakan,Nautilus,Jax,LeBlanc,Tristana,Rumble,Maokai,K'Sante,Viego,Annie,Kai'Sa,Rell,Renekton,Vi,Azir,Xayah,Alistar,Rascal,Croco,FATE,Paduck,BeryL
2023-07-20,KR LCK 2023 Summer,13.12,Loss,Red,Nongshim RedForce,"Cassiopeia,Neeko,Vi,Aphelios,Nilah","Jax,Rumble,LeBlanc,Rell,Kai'Sa","Poppy,Ivern,Tristana,Ashe,Milio","Renekton,Maokai,Azir,Xayah,Rakan","Rascal,Croco,FATE,Paduck,BeryL",Cassiopeia,Neeko,Vi,Aphelios,Nilah,Jax,Rumble,LeBlanc,Rell,Kai'Sa,Poppy,Ivern,Tristana,Ashe,Milio,Renekton,Maokai,Azir,Xayah,Rakan,Rascal,Croco,FATE,Paduck,BeryL
2023-07-23,KR LCK 2023 Summer,13.12,Loss,Blue,Liiv SANDBOX,"Neeko,Vi,LeBlanc,Blitzcrank,Nautilus","Poppy,Sejuani,Tristana,Skarner,Renekton","Gragas,Kha'Zix,Azir,Xayah,Rakan","Jax,Wukong,Yone,Kai'Sa,Maokai","Rascal,Juhan,FATE,Paduck,BeryL",Neeko,Vi,LeBlanc,Blitzcrank,Nautilus,Poppy,Sejuani,Tristana,Skarner,Renekton,Gragas,Kha'Zix,Azir,Xayah,Rakan,Jax,Wukong,Yone,Kai'Sa,Maokai,Rascal,Juhan,FATE,Paduck,BeryL
2023-07-23,KR LCK 2023 Summer,13.12,Loss,Red,Liiv SANDBOX,"Sejuani,Neeko,Azir,Irelia,Annie","Vi,Poppy,LeBlanc,Renekton,Alistar","Rumble,Maokai,Jayce,Aphelios,Braum","Jax,Nocturne,Ahri,Kai'Sa,Rell","Rascal,Croco,FATE,Paduck,BeryL",Sejuani,Neeko,Azir,Irelia,Annie,Vi,Poppy,LeBlanc,Renekton,Alistar,Rumble,Maokai,Jayce,Aphelios,Braum,Jax,Nocturne,Ahri,Kai'Sa,Rell,Rascal,Croco,FATE,Paduck,BeryL
2023-07-27,KR LCK 2023 Summer,13.13,Loss,Red,T1,"Rumble,Vi,LeBlanc,K'Sante,Nocturne","Jax,Poppy,Maokai,Yone,Rakan","Renekton,Sejuani,Ahri,Xayah,Alistar","Gnar,Rell,Azir,Kai'Sa,Nautilus","Rascal,Croco,FATE,Paduck,BeryL",Rumble,Vi,LeBlanc,K'Sante,Nocturne,Jax,Poppy,Maokai,Yone,Rakan,Renekton,Sejuani,Ahri,Xayah,Alistar,Gnar,Rell,Azir,Kai'Sa,Nautilus,Rascal,Croco,FATE,Paduck,BeryL
2023-07-27,KR LCK 2023 Summer,13.13,Win,Red,T1,"Vi,Poppy,Kai'Sa,Samira,Nautilus","Jax,Rell,Rumble,Rakan,Heimerdinger","K'Sante,Sejuani,Tristana,Varus,Braum","Renekton,Maokai,Azir,Ezreal,Leona","Rascal,Croco,FATE,Paduck,BeryL",Vi,Poppy,Kai'Sa,Samira,Nautilus,Jax,Rell,Rumble,Rakan,Heimerdinger,K'Sante,Sejuani,Tristana,Varus,Braum,Renekton,Maokai,Azir,Ezreal,Leona,Rascal,Croco,FATE,Paduck,BeryL
2023-07-27,KR LCK 2023 Summer,13.13,Win,Red,T1,"Kai'Sa,LeBlanc,Poppy,Aphelios,Draven","Jax,Tristana,Varus,Yone,Rakan","K'Sante,Maokai,Jayce,Xayah,Rell","Rumble,Vi,Azir,Zeri,Alistar","Rascal,Croco,FATE,Paduck,BeryL",Kai'Sa,LeBlanc,Poppy,Aphelios,Draven,Jax,Tristana,Varus,Yone,Rakan,K'Sante,Maokai,Jayce,Xayah,Rell,Rumble,Vi,Azir,Zeri,Alistar,Rascal,Croco,FATE,Paduck,BeryL
2023-07-29,KR LCK 2023 Summer,13.13,Loss,Blue,Hanwha Life Esports,"Yone,Rell,Vi,Sejuani,Maokai","Poppy,Jax,Tristana,Rakan,Alistar","K'Sante,Nocturne,LeBlanc,Kai'Sa,Leona","Renekton,Viego,Azir,Aphelios,Nautilus","Rascal,Croco,FATE,Paduck,BeryL",Yone,Rell,Vi,Sejuani,Maokai,Poppy,Jax,Tristana,Rakan,Alistar,K'Sante,Nocturne,LeBlanc,Kai'Sa,Leona,Renekton,Viego,Azir,Aphelios,Nautilus,Rascal,Croco,FATE,Paduck,BeryL
2023-07-29,KR LCK 2023 Summer,13.13,Loss,Blue,Hanwha Life Esports,"Yone,Rell,Vi,Xayah,Varus","Poppy,Jax,LeBlanc,Jayce,Nocturne","K'Sante,Nautilus,Azir,Kai'Sa,Alistar","Renekton,Sejuani,Tristana,Ezreal,Maokai","Rascal,Croco,FATE,Paduck,BeryL",Yone,Rell,Vi,Xayah,Varus,Poppy,Jax,LeBlanc,Jayce,Nocturne,K'Sante,Nautilus,Azir,Kai'Sa,Alistar,Renekton,Sejuani,Tristana,Ezreal,Maokai,Rascal,Croco,FATE,Paduck,BeryL
2023-08-03,KR LCK 2023 Summer,13.14,Win,Blue,OKSavingsBank BRION,"Azir,Poppy,Vi,Zeri,Alistar","LeBlanc,Tristana,Jayce,Varus,Draven","Jax,Nocturne,Ahri,Kai'Sa,Rakan","Renekton,Sejuani,Annie,Xayah,Maokai","Rascal,Croco,FATE,Paduck,BeryL",Azir,Poppy,Vi,Zeri,Alistar,LeBlanc,Tristana,Jayce,Varus,Draven,Jax,Nocturne,Ahri,Kai'Sa,Rakan,Renekton,Sejuani,Annie,Xayah,Maokai,Rascal,Croco,FATE,Paduck,BeryL
2023-08-03,KR LCK 2023 Summer,13.14,Win,Red,OKSavingsBank BRION,"Azir,Poppy,Aatrox,Lillia,Skarner","Jax,Kai'Sa,Sejuani,Varus,Rakan","Renekton,Maokai,Jayce,Zeri,Alistar","K'Sante,Vi,Tristana,Aphelios,Rell","Rascal,Croco,FATE,Paduck,BeryL",Azir,Poppy,Aatrox,Lillia,Skarner,Jax,Kai'Sa,Sejuani,Varus,Rakan,Renekton,Maokai,Jayce,Zeri,Alistar,K'Sante,Vi,Tristana,Aphelios,Rell,Rascal,Croco,FATE,Paduck,BeryL
2023-08-06,KR LCK 2023 Summer,13.14,Win,Blue,Kwangdong Freecs,"Sejuani,K'Sante,Poppy,Alistar,Rakan","Jayce,Vi,Kai'Sa,Draven,LeBlanc","Renekton,Zac,Tristana,Xayah,Rell","Aatrox,Maokai,Azir,Zeri,Braum","Rascal,Croco,FATE,Paduck,BeryL",Sejuani,K'Sante,Poppy,Alistar,Rakan,Jayce,Vi,Kai'Sa,Draven,LeBlanc,Renekton,Zac,Tristana,Xayah,Rell,Aatrox,Maokai,Azir,Zeri,Braum,Rascal,Croco,FATE,Paduck,BeryL
2023-08-06,KR LCK 2023 Summer,13.14,Win,Red,Kwangdong Freecs,"Sejuani,Tristana,Poppy,Alistar,Nautilus","Jayce,Kai'Sa,Vi,Draven,Rakan","Renekton,Lee Sin,Annie,Xayah,Rell","K'Sante,Viego,LeBlanc,Zeri,Braum","Rascal,Croco,FATE,Paduck,BeryL",Sejuani,Tristana,Poppy,Alistar,Nautilus,Jayce,Kai'Sa,Vi,Draven,Rakan,Renekton,Lee Sin,Annie,Xayah,Rell,K'Sante,Viego,LeBlanc,Zeri,Braum,Rascal,Croco,FATE,Paduck,BeryL
,KR LCK 2023 Summer Playoffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-08,KR LCK 2023 Summer Playoffs,13.14,Loss,Red,Hanwha Life Esports,"Sejuani,Kai'Sa,Tristana,Zeri,Alistar","LeBlanc,Jax,Jayce,Rakan,Rell","Rumble,Nocturne,Neeko,Xayah,Leona","Renekton,Maokai,Azir,Sivir,Nautilus","Rascal,Croco,FATE,Paduck,BeryL",Sejuani,Kai'Sa,Tristana,Zeri,Alistar,LeBlanc,Jax,Jayce,Rakan,Rell,Rumble,Nocturne,Neeko,Xayah,Leona,Renekton,Maokai,Azir,Sivir,Nautilus,Rascal,Croco,FATE,Paduck,BeryL
2023-08-08,KR LCK 2023 Summer Playoffs,13.14,Loss,Blue,Hanwha Life Esports,"Sejuani,Azir,Kai'Sa,Rakan,Viego","LeBlanc,Tristana,Renekton,Zeri,Ziggs","Jax,Nocturne,Ahri,Sivir,Alistar","Aatrox,Maokai,Yone,Xayah,Rell","Rascal,Croco,FATE,Paduck,BeryL",Sejuani,Azir,Kai'Sa,Rakan,Viego,LeBlanc,Tristana,Renekton,Zeri,Ziggs,Jax,Nocturne,Ahri,Sivir,Alistar,Aatrox,Maokai,Yone,Xayah,Rell,Rascal,Croco,FATE,Paduck,BeryL
2023-08-08,KR LCK 2023 Summer Playoffs,13.14,Loss,Blue,Hanwha Life Esports,"Sejuani,Maokai,Azir,Rakan,Aatrox","LeBlanc,Tristana,Renekton,Vi,Jax","K'Sante,Viego,Ahri,Xayah,Alistar","Poppy,Nocturne,Neeko,Kai'Sa,Rell","Rascal,Croco,FATE,Paduck,BeryL",Sejuani,Maokai,Azir,Rakan,Aatrox,LeBlanc,Tristana,Renekton,Vi,Jax,K'Sante,Viego,Ahri,Xayah,Alistar,Poppy,Nocturne,Neeko,Kai'Sa,Rell,Rascal,Croco,FATE,Paduck,BeryL
,KR LCK 2023 Regional Finals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-25,KR LCK 2023 Regional Finals,13.14,Loss,Blue,Dplus KIA,"Alistar,Neeko,Poppy,Nocturne,Vi","Xayah,Ahri,Rell,Renekton,Gragas","K'Sante,Sejuani,Tristana,Zeri,Maokai","Jax,Zac,Jayce,Kai'Sa,Rakan","Rascal,Croco,FATE,Paduck,BeryL",Alistar,Neeko,Poppy,Nocturne,Vi,Xayah,Ahri,Rell,Renekton,Gragas,K'Sante,Sejuani,Tristana,Zeri,Maokai,Jax,Zac,Jayce,Kai'Sa,Rakan,Rascal,Croco,FATE,Paduck,BeryL
2023-08-25,KR LCK 2023 Regional Finals,13.14,Loss,Red,Dplus KIA,"Neeko,Tristana,Azir,Jax,Yasuo","Ahri,LeBlanc,Sejuani,Jayce,Rumble","Aatrox,Maokai,Taliyah,Zeri,Alistar","Renekton,Rell,Sylas,Xayah,Rakan","Rascal,Croco,FATE,Paduck,BeryL",Neeko,Tristana,Azir,Jax,Yasuo,Ahri,LeBlanc,Sejuani,Jayce,Rumble,Aatrox,Maokai,Taliyah,Zeri,Alistar,Renekton,Rell,Sylas,Xayah,Rakan,Rascal,Croco,FATE,Paduck,BeryL
2023-08-25,KR LCK 2023 Regional Finals,13.14,Loss,Blue,Dplus KIA,"Neeko,Tristana,LeBlanc,Taliyah,Gnar","Xayah,Ahri,Vi,Poppy,Sejuani","Malphite,Nocturne,Azir,Zeri,Leona","K'Sante,Rell,Sylas,Aphelios,Alistar","Rascal,Croco,FATE,Paduck,BeryL",Neeko,Tristana,LeBlanc,Taliyah,Gnar,Xayah,Ahri,Vi,Poppy,Sejuani,Malphite,Nocturne,Azir,Zeri,Leona,K'Sante,Rell,Sylas,Aphelios,Alistar,Rascal,Croco,FATE,Paduck,BeryL
,KR LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-17,KR LCK 2024 Spring,14.1,Loss,Blue,Nongshim RedForce,"K'Sante,Azir,LeBlanc,Twisted Fate,Ahri","Ashe,Kalista,Orianna,Nocturne,Lee Sin","Jax,Xin Zhao,Akali,Lucian,Nami","Udyr,Vi,Taliyah,Aphelios,Milio","Rascal,Sponge,SeTab,Teddy,Pleata",K'Sante,Azir,LeBlanc,Twisted Fate,Ahri,Ashe,Kalista,Orianna,Nocturne,Lee Sin,Jax,Xin Zhao,Akali,Lucian,Nami,Udyr,Vi,Taliyah,Aphelios,Milio,Rascal,Sponge,SeTab,Teddy,Pleata
2024-01-17,KR LCK 2024 Spring,14.1,Loss,Blue,Nongshim RedForce,"K'Sante,Kalista,LeBlanc,Skarner,Sejuani","Ashe,Varus,Vi,Nocturne,Lee Sin","Udyr,Poppy,Orianna,Lucian,Nami","Gnar,Jax,Azir,Aphelios,Milio","Rascal,Sponge,SeTab,Teddy,Pleata",K'Sante,Kalista,LeBlanc,Skarner,Sejuani,Ashe,Varus,Vi,Nocturne,Lee Sin,Udyr,Poppy,Orianna,Lucian,Nami,Gnar,Jax,Azir,Aphelios,Milio,Rascal,Sponge,SeTab,Teddy,Pleata
2024-01-19,KR LCK 2024 Spring,14.1,Loss,Red,Hanwha Life Esports,"Milio,Vi,Corki,Sejuani,Azir","Orianna,Ashe,Udyr,Kalista,Rakan","Rumble,Maokai,Tristana,Aphelios,Lulu","K'Sante,Rell,Yone,Lucian,Nami","Rascal,Sponge,SeTab,Teddy,Pleata",Milio,Vi,Corki,Sejuani,Azir,Orianna,Ashe,Udyr,Kalista,Rakan,Rumble,Maokai,Tristana,Aphelios,Lulu,K'Sante,Rell,Yone,Lucian,Nami,Rascal,Sponge,SeTab,Teddy,Pleata
2024-01-19,KR LCK 2024 Spring,14.1,Loss,Red,Hanwha Life Esports,"Milio,Vi,Corki,K'Sante,Sejuani","Orianna,Ashe,Udyr,Rumble,Jax","Gwen,Maokai,Tristana,Varus,Senna","Aatrox,Zac,Azir,Kalista,Renata Glasc","Rascal,Sponge,SeTab,Teddy,Pleata",Milio,Vi,Corki,K'Sante,Sejuani,Orianna,Ashe,Udyr,Rumble,Jax,Gwen,Maokai,Tristana,Varus,Senna,Aatrox,Zac,Azir,Kalista,Renata Glasc,Rascal,Sponge,SeTab,Teddy,Pleata
2024-01-26,KR LCK 2024 Spring,14.1,Loss,Red,FearX,"Lucian,Draven,Kalista,Taliyah,Wukong","Poppy,Orianna,Varus,Jax,Udyr","Aatrox,Maokai,Azir,Senna,Tahm Kench","K'Sante,Sejuani,Akali,Xayah,Rakan","Rascal,Sponge,SeTab,Teddy,Pleata",Lucian,Draven,Kalista,Taliyah,Wukong,Poppy,Orianna,Varus,Jax,Udyr,Aatrox,Maokai,Azir,Senna,Tahm Kench,K'Sante,Sejuani,Akali,Xayah,Rakan,Rascal,Sponge,SeTab,Teddy,Pleata
2024-01-26,KR LCK 2024 Spring,14.1,Win,Blue,FearX,"Varus,Draven,Lucian,Wukong,Xin Zhao","Poppy,Orianna,Kalista,Maokai,Corki","K'Sante,Sejuani,LeBlanc,Jinx,Tahm Kench","Udyr,Rell,Azir,Xayah,Rakan","Rascal,Sponge,SeTab,Teddy,Pleata",Varus,Draven,Lucian,Wukong,Xin Zhao,Poppy,Orianna,Kalista,Maokai,Corki,K'Sante,Sejuani,LeBlanc,Jinx,Tahm Kench,Udyr,Rell,Azir,Xayah,Rakan,Rascal,Sponge,SeTab,Teddy,Pleata
2024-01-26,KR LCK 2024 Spring,14.1,Loss,Blue,FearX,"Lucian,Draven,Renata Glasc,Wukong,Vi","Poppy,Orianna,Ashe,Jax,Tahm Kench","Udyr,Sejuani,LeBlanc,Varus,Nautilus","K'Sante,Gragas,Yasuo,Xayah,Rakan","Rascal,Sponge,SeTab,Teddy,Pleata",Lucian,Draven,Renata Glasc,Wukong,Vi,Poppy,Orianna,Ashe,Jax,Tahm Kench,Udyr,Sejuani,LeBlanc,Varus,Nautilus,K'Sante,Gragas,Yasuo,Xayah,Rakan,Rascal,Sponge,SeTab,Teddy,Pleata
2024-01-28,KR LCK 2024 Spring,14.1,Win,Blue,OKSavingsBank BRION,"Lucian,Senna,Renata Glasc,Yone,Tristana","Orianna,K'Sante,Poppy,Jax,LeBlanc","Aatrox,Sejuani,Akali,Jinx,Tahm Kench","Renekton,Maokai,Azir,Xayah,Rakan","Rascal,Sponge,SeTab,Teddy,Pleata",Lucian,Senna,Renata Glasc,Yone,Tristana,Orianna,K'Sante,Poppy,Jax,LeBlanc,Aatrox,Sejuani,Akali,Jinx,Tahm Kench,Renekton,Maokai,Azir,Xayah,Rakan,Rascal,Sponge,SeTab,Teddy,Pleata
2024-01-28,KR LCK 2024 Spring,14.1,Loss,Blue,OKSavingsBank BRION,"Lucian,Senna,Varus,Corki,Tristana","Orianna,K'Sante,Poppy,Sejuani,Rell","Aatrox,Lee Sin,Azir,Kalista,Renata Glasc","Yone,Maokai,Akali,Xayah,Rakan","Rascal,Sponge,SeTab,Teddy,Pleata",Lucian,Senna,Varus,Corki,Tristana,Orianna,K'Sante,Poppy,Sejuani,Rell,Aatrox,Lee Sin,Azir,Kalista,Renata Glasc,Yone,Maokai,Akali,Xayah,Rakan,Rascal,Sponge,SeTab,Teddy,Pleata
2024-01-28,KR LCK 2024 Spring,14.1,Win,Red,OKSavingsBank BRION,"Lucian,Senna,Renata Glasc,Kalista,Nautilus","LeBlanc,K'Sante,Rakan,Jax,Ashe","Gnar,Sejuani,Azir,Varus,Bard","Udyr,Poppy,Orianna,Aphelios,Milio","Rascal,Sponge,SeTab,Teddy,Pleata",Lucian,Senna,Renata Glasc,Kalista,Nautilus,LeBlanc,K'Sante,Rakan,Jax,Ashe,Gnar,Sejuani,Azir,Varus,Bard,Udyr,Poppy,Orianna,Aphelios,Milio,Rascal,Sponge,SeTab,Teddy,Pleata
2024-02-01,KR LCK 2024 Spring,14.1,Loss,Red,T1,"Ashe,Varus,Corki,Nocturne,Jarvan IV","Maokai,Kalista,Senna,Sejuani,Udyr","Jax,Rell,Azir,Aphelios,Milio","Aatrox,Vi,Orianna,Lucian,Nami","Rascal,Sponge,SeTab,Teddy,Pleata",Ashe,Varus,Corki,Nocturne,Jarvan IV,Maokai,Kalista,Senna,Sejuani,Udyr,Jax,Rell,Azir,Aphelios,Milio,Aatrox,Vi,Orianna,Lucian,Nami,Rascal,Sponge,SeTab,Teddy,Pleata
